ClienteID,Edad,Genero,Pais,Suscripcion_Meses,Plan,Horas_Semanales_Uso,Satisfaccion,Soporte_Contactos,Promocion_Usada,GastoMensual,Cancela
2471,29.0,Otro,Argentina,15,Estándar,5.0,2,1,No,21.61,0
2472,34.0,Masculino,Argentina,31,Básico,13.0,4,7,No,9.94,1
2473,25.0,Femenino,Perú,32,Premium,12.6,3,2,No,32.82,0
2474,43.0,Masculino,Argentina,48,Estándar,12.8,5,2,Sí,11.2,0
2475,22.0,Masculino,México,56,Básico,19.6,5,3,No,9.86,1
2476,40.0,Masculino,España,4,Estándar,11.2,,2,No,24.19,0
2477,31.0,Masculino,México,50,Básico,11.1,3,3,Sí,6.66,1
2478,22.0,Femenino,Perú,50,Estándar,2.6,4,1,No,25.15,0
2479,36.0,Masculino,Chile,32,Premium,6.4,1,2,No,36.09,0
2480,29.0,Femenino,Argentina,19,Estándar,12.9,1,3,No,17.66,0
2481,32.0,Femenino,México,56,Estándar,10.2,2,2,No,23.17,0
2482,40.0,Otro,España,18,Básico,5.5,4,5,Sí,7.93,1
2483,33.0,Masculino,Argentina,53,Básico,8.3,2,1,No,8.97,0
2484,26.0,Femenino,Chile,42,Básico,9.0,3,0,No,5.42,0
2485,42.0,,Chile,44,Estándar,11.5,3,1,No,17.74,0
2486,51.0,Femenino,España,4,Estándar,3.3,3,6,No,26.61,0
2487,33.0,Femenino,Perú,39,Estándar,11.3,2,1,No,34.65,0
2488,34.0,Femenino,España,51,Estándar,17.5,4,1,No,20.25,0
2489,33.0,Femenino,Perú,41,Estándar,12.5,3,1,No,21.77,0
2490,37.0,Masculino,Argentina,31,Premium,7.5,4,2,No,33.65,0
2491,31.0,Femenino,Chile,2,Estándar,13.8,3,1,Sí,16.89,0
2492,46.0,Femenino,Chile,50,Básico,16.8,4,3,Sí,8.43,0
2493,37.0,Femenino,México,8,Premium,9.1,4,3,Sí,27.44,0
2494,55.0,Femenino,México,51,Estándar,11.7,3,3,Sí,16.63,0
2495,19.0,Femenino,México,7,Premium,14.3,3,2,No,30.96,0
2496,39.0,Masculino,Chile,21,Básico,12.8,1,1,No,12.64,0
2497,31.0,Femenino,España,48,Premium,5.4,4,1,No,30.97,0
2498,48.0,Femenino,Argentina,18,Premium,10.5,4,5,Sí,30.15,0
2499,38.0,Masculino,España,28,Premium,18.6,,1,Sí,41.89,0
2500,18.0,Masculino,Perú,5,Básico,9.0,4,0,Sí,9.61,1
2501,33.0,Masculino,Perú,17,Premium,6.9,,2,No,36.15,0
2502,57.0,Femenino,Perú,25,Estándar,11.5,5,2,Sí,23.37,0
2503,32.0,Femenino,España,59,Estándar,13.7,1,1,Sí,16.66,0
2504,46.0,Masculino,Chile,44,Básico,12.5,3,4,No,8.82,0
2505,36.0,Femenino,México,56,Básico,13.4,3,4,Sí,13.75,1
2506,32.0,Masculino,Argentina,57,Premium,12.6,3,2,No,23.64,0
2507,35.0,Femenino,Perú,13,Básico,5.2,2,4,Sí,11.33,1
2508,18.0,Femenino,México,36,Estándar,14.5,5,1,Sí,22.64,0
2509,18.0,Masculino,Argentina,46,Básico,12.8,2,1,Sí,14.53,0
2510,47.0,Masculino,México,35,Estándar,18.5,1,3,No,20.46,0
2511,37.0,Masculino,México,1,Básico,4.5,3,1,No,4.67,0
2512,34.0,Masculino,México,51,Estándar,9.9,1,1,No,25.92,0
2513,54.0,Masculino,Chile,59,Estándar,6.2,4,2,No,19.69,0
2514,33.0,Masculino,México,54,Básico,12.9,3,4,No,11.43,0
2515,52.0,Femenino,Perú,5,Básico,7.6,5,1,No,14.21,0
2516,29.0,Otro,Perú,20,Premium,5.2,2,0,Sí,25.92,0
2517,31.0,Femenino,Chile,56,Básico,9.4,5,2,No,15.53,0
2518,27.0,Femenino,España,23,Premium,10.3,2,3,Sí,31.42,0
2519,38.0,,España,22,Premium,12.1,4,1,No,24.73,0
2520,30.0,Masculino,México,55,Estándar,7.3,3,2,No,22.75,0
2521,44.0,Masculino,Argentina,47,Estándar,4.6,3,1,No,16.9,0
2522,47.0,Masculino,Perú,36,Premium,12.3,5,2,No,31.06,0
2523,38.0,Masculino,México,46,Básico,-0.9,3,3,No,11.86,1
2524,29.0,Femenino,México,59,Básico,7.2,4,0,Sí,7.88,1
2525,46.0,Masculino,Argentina,57,Básico,8.4,1,1,No,9.31,1
2526,38.0,Femenino,México,57,Estándar,10.9,2,1,Sí,17.67,0
2527,39.0,Masculino,Chile,43,Estándar,9.7,3,0,No,24.81,0
2528,32.0,Masculino,España,14,Básico,12.4,5,1,Sí,7.29,0
2529,22.0,Masculino,México,12,Estándar,11.1,1,1,No,18.62,0
2530,49.0,Otro,Perú,4,Básico,12.0,3,2,Sí,15.23,1
2531,30.0,,Chile,30,Básico,7.3,3,4,No,5.8,0
2532,,Masculino,España,41,Premium,10.6,3,2,Sí,36.37,0
2533,47.0,Masculino,Argentina,16,Premium,15.9,4,2,No,35.0,0
2534,37.0,Masculino,Perú,6,Premium,-0.2,3,2,Sí,36.06,0
2535,25.0,Masculino,Perú,1,Estándar,5.2,3,1,Sí,29.02,0
2536,47.0,Masculino,Argentina,47,Estándar,5.8,3,1,Sí,22.63,0
2537,30.0,Femenino,Chile,20,Premium,7.6,3,0,No,32.39,0
2538,25.0,Masculino,España,12,Básico,2.8,1,0,No,9.47,0
2539,17.0,Femenino,México,56,Estándar,8.6,3,1,No,23.53,0
2540,36.0,Femenino,España,47,Premium,12.2,3,1,No,29.32,0
2541,39.0,Masculino,México,34,Básico,3.6,2,1,No,10.51,1
2542,42.0,Femenino,Chile,45,Básico,10.7,5,2,No,8.49,1
2543,39.0,Otro,México,49,Premium,10.0,,1,No,34.8,0
2544,63.0,Femenino,España,47,Estándar,10.6,3,1,No,11.4,0
2545,44.0,Femenino,México,31,Básico,-0.2,2,1,Sí,13.73,1
2546,35.0,Masculino,Perú,27,Básico,11.4,3,0,Sí,1.59,1
2547,22.0,Femenino,Chile,25,Básico,6.3,5,3,No,12.53,1
2548,35.0,Masculino,México,42,Estándar,7.7,5,2,No,23.06,0
2549,44.0,Masculino,Argentina,12,Estándar,13.1,3,2,No,19.47,0
2550,42.0,Masculino,Perú,32,Básico,8.2,2,0,Sí,9.31,1
2551,19.0,Masculino,España,25,Estándar,9.3,4,1,No,17.64,0
2552,25.0,Femenino,Argentina,54,Básico,10.8,4,0,No,6.63,1
2553,49.0,Masculino,Perú,34,Premium,13.8,3,3,No,23.36,0
2554,30.0,Masculino,México,30,Estándar,5.9,3,0,No,24.02,0
2555,42.0,Masculino,España,2,Estándar,12.8,1,0,No,21.3,0
2556,25.0,Masculino,Perú,20,Estándar,8.1,4,1,No,18.61,0
2557,34.0,Masculino,Chile,34,Básico,8.0,3,3,No,5.16,0
2558,19.0,Femenino,Chile,35,Premium,6.0,3,1,Sí,26.34,0
2559,27.0,Femenino,Perú,39,Premium,16.2,5,0,No,35.14,0
2560,37.0,Masculino,Argentina,40,Estándar,10.1,5,2,No,18.42,0
2561,51.0,Masculino,España,57,Estándar,12.6,3,1,No,17.35,0
2562,54.0,Femenino,España,31,Básico,11.1,4,3,No,11.82,0
2563,18.0,Masculino,México,23,Básico,14.3,,1,Sí,5.86,0
2564,28.0,Femenino,Chile,45,Estándar,13.7,1,2,Sí,21.48,0
2565,29.0,Masculino,Chile,51,Premium,13.8,,3,No,29.6,0
2566,21.0,Masculino,México,53,Básico,6.8,2,0,No,8.44,1
2567,32.0,Femenino,México,53,Premium,16.8,2,1,Sí,28.4,0
2568,26.0,Masculino,Perú,23,Estándar,14.5,3,3,Sí,16.04,0
2569,48.0,Femenino,Chile,52,Estándar,6.5,3,0,Sí,19.14,0
2570,28.0,Femenino,Chile,10,Estándar,12.0,3,0,No,20.95,0
2571,29.0,Masculino,México,26,Básico,5.3,3,4,No,9.02,0
2572,20.0,Femenino,Perú,14,Básico,14.6,4,2,No,4.69,1
2573,31.0,Femenino,Argentina,14,Básico,6.4,2,2,Sí,7.0,1
2574,19.0,Femenino,Argentina,14,Estándar,11.8,5,3,No,25.15,0
2575,39.0,Femenino,México,11,Premium,0.9,4,2,Sí,33.81,0
2576,31.0,,Argentina,30,Estándar,6.5,3,1,No,25.17,0
2577,56.0,Femenino,España,36,Básico,16.0,3,2,No,8.94,0
2578,38.0,Masculino,México,25,Estándar,7.5,4,2,Sí,20.88,0
2579,48.0,,México,25,Básico,6.4,3,3,No,5.11,0
2580,50.0,,México,38,Premium,8.1,5,1,Sí,33.98,0
2581,31.0,Femenino,España,2,Estándar,5.1,3,3,No,19.18,0
2582,44.0,Masculino,México,51,Estándar,8.7,3,0,No,12.56,0
2583,32.0,Femenino,Chile,18,Estándar,20.2,3,4,No,21.58,0
2584,51.0,,España,25,Estándar,12.3,3,0,No,19.04,0
2585,19.0,Femenino,Chile,53,Estándar,5.6,3,2,No,17.09,0
2586,34.0,Masculino,México,14,Estándar,8.7,3,1,No,26.97,0
2587,62.0,Femenino,México,47,Básico,13.6,4,9,Sí,12.56,1
2588,20.0,Masculino,España,12,Básico,12.1,4,1,No,11.54,1
2589,34.0,Masculino,Argentina,22,Premium,8.6,3,3,Sí,32.07,0
2590,22.0,Masculino,Perú,34,Básico,14.6,3,1,No,11.21,0
2591,30.0,Femenino,Argentina,57,Premium,13.1,1,4,Sí,38.05,0
2592,47.0,Femenino,Perú,26,Estándar,13.3,2,1,No,18.81,0
2593,42.0,Masculino,Argentina,46,Básico,2.1,3,3,No,7.63,0
2594,25.0,Femenino,España,53,Básico,10.8,3,1,No,8.91,1
2595,24.0,Otro,España,46,Premium,11.2,1,3,No,32.23,0
2596,33.0,Femenino,Perú,38,Premium,11.6,4,2,No,34.16,0
2597,29.0,Femenino,México,50,Premium,17.6,3,1,Sí,27.86,0
2598,24.0,Masculino,España,53,Estándar,12.0,4,0,No,19.41,0
2599,12.0,Femenino,México,13,Estándar,4.6,4,2,Sí,17.01,0
2600,31.0,Femenino,México,50,Premium,9.0,4,0,No,38.24,0
2601,37.0,Masculino,España,14,Básico,5.1,1,0,No,15.11,1
2602,44.0,Femenino,Argentina,10,Estándar,7.6,4,1,No,20.43,0
2603,30.0,Masculino,Argentina,59,Básico,6.5,4,0,No,15.66,0
2604,53.0,Masculino,Perú,55,Estándar,10.9,4,6,Sí,18.33,0
2605,44.0,Masculino,España,55,Estándar,19.2,1,2,No,25.86,0
2606,18.0,Femenino,Chile,57,Básico,10.5,3,1,No,13.55,0
2607,39.0,Masculino,México,30,Básico,12.5,2,2,Sí,11.19,0
2608,20.0,Femenino,Perú,30,Estándar,3.1,2,1,No,22.37,0
2609,43.0,Femenino,Chile,49,Estándar,10.7,,2,No,12.68,0
2610,26.0,Masculino,Perú,4,Premium,8.1,3,2,Sí,26.8,0
2611,18.0,,Argentina,32,Estándar,11.2,3,1,Sí,19.62,0
2612,41.0,Masculino,Perú,9,Básico,4.4,3,3,No,8.8,1
2613,36.0,Femenino,Argentina,53,Básico,17.2,3,4,No,6.77,0
2614,36.0,Masculino,Perú,42,Estándar,9.0,4,1,Sí,17.7,0
2615,49.0,Femenino,Argentina,56,Premium,6.6,4,2,No,31.08,0
2616,6.0,Masculino,México,33,Básico,7.1,3,6,No,14.87,0
2617,24.0,Masculino,Chile,32,Básico,7.5,2,6,No,2.76,0
2618,24.0,Masculino,España,33,Premium,5.7,2,1,No,25.33,0
2619,33.0,Femenino,España,43,Estándar,16.3,4,3,Sí,24.19,0
2620,50.0,Femenino,Perú,43,Básico,9.5,3,2,Sí,8.39,1
2621,32.0,Masculino,Perú,21,Estándar,12.8,3,3,Sí,25.02,0
2622,31.0,Otro,Argentina,25,Estándar,8.3,5,0,No,23.16,0
2623,22.0,Masculino,Argentina,54,Básico,13.3,3,3,No,8.39,0
2624,31.0,Masculino,España,35,Básico,9.7,3,2,No,7.71,0
2625,27.0,Masculino,Chile,25,Premium,,2,2,Sí,35.84,0
2626,23.0,Femenino,México,6,Básico,15.5,3,1,Sí,13.7,1
2627,27.0,Femenino,Perú,53,Premium,13.1,,0,No,36.24,0
2628,43.0,Masculino,Chile,27,Premium,2.9,3,1,Sí,25.97,0
2629,44.0,Masculino,Perú,51,Básico,4.9,5,2,No,8.2,0
2630,19.0,Femenino,Chile,27,Básico,16.4,1,1,No,10.02,1
2631,34.0,Masculino,Argentina,1,Estándar,14.9,3,2,Sí,18.86,0
2632,15.0,,España,17,Básico,12.8,4,2,Sí,10.02,1
2633,43.0,Masculino,Perú,6,Básico,1.4,3,6,No,10.4,0
2634,36.0,Femenino,Argentina,46,Estándar,10.8,4,1,No,21.39,0
2635,32.0,Masculino,España,7,Básico,8.2,2,4,Sí,9.79,0
2636,37.0,Masculino,México,29,Premium,13.9,2,3,No,21.47,0
2637,53.0,Femenino,España,5,Estándar,23.9,2,4,No,15.77,0
2638,43.0,Masculino,Chile,11,Premium,16.6,4,2,No,28.23,0
2639,18.0,Masculino,España,41,Básico,2.7,2,2,Sí,16.98,0
2640,40.0,,Chile,3,Estándar,13.7,3,3,No,15.19,0
2641,39.0,Masculino,México,57,Estándar,12.6,3,3,No,20.87,0
2642,48.0,Masculino,Argentina,4,Premium,9.2,2,4,No,38.05,0
2643,60.0,Femenino,Argentina,56,Básico,7.8,2,1,Sí,11.42,1
2644,40.0,Femenino,Perú,33,Premium,7.9,3,2,No,32.7,0
2645,28.0,,Argentina,4,Estándar,15.5,4,2,No,18.67,0
2646,58.0,Femenino,España,15,Estándar,5.7,2,1,No,17.16,0
2647,32.0,Femenino,Argentina,18,Básico,5.2,3,3,Sí,8.11,1
2648,33.0,Masculino,México,45,Estándar,14.6,3,2,No,21.89,0
2649,54.0,Femenino,Argentina,38,Básico,13.3,,0,No,6.29,0
2650,27.0,Femenino,Argentina,7,Premium,6.6,3,0,No,27.74,0
2651,42.0,Femenino,México,2,Premium,6.7,3,1,No,26.25,0
2652,36.0,Masculino,España,40,Estándar,10.9,2,4,No,23.82,0
2653,43.0,Femenino,Chile,19,Básico,11.0,4,2,No,12.14,0
2654,44.0,Femenino,Perú,55,Básico,5.1,4,2,Sí,14.24,0
2655,31.0,Masculino,España,48,Estándar,10.1,3,3,No,22.39,0
2656,34.0,Femenino,España,12,Premium,5.2,4,2,Sí,29.91,0
2657,38.0,Femenino,España,47,Estándar,15.1,3,1,No,18.09,0
2658,22.0,,Perú,31,Estándar,6.5,2,0,No,18.61,0
2659,27.0,Femenino,Chile,51,Estándar,13.5,3,1,Sí,21.72,0
2660,15.0,Masculino,Argentina,30,Básico,8.5,2,3,No,9.51,0
2661,25.0,Femenino,Chile,7,Básico,12.1,3,3,No,10.69,0
2662,42.0,Masculino,Argentina,52,Estándar,0.4,2,3,Sí,17.49,0
2663,45.0,Femenino,México,58,Premium,18.0,4,1,No,30.16,0
2664,40.0,Femenino,Perú,15,Premium,11.5,5,0,Sí,29.04,0
2665,47.0,Femenino,Argentina,15,Básico,13.3,3,0,No,10.28,0
2666,8.0,Femenino,España,50,Premium,10.9,3,0,Sí,35.46,0
2667,43.0,Otro,España,57,Básico,8.1,3,2,No,15.95,0
2668,33.0,Masculino,España,56,Básico,9.7,5,1,No,3.76,0
2669,23.0,Masculino,España,58,Estándar,8.2,3,0,No,17.78,0
2670,34.0,Otro,Chile,41,Estándar,10.2,4,0,Sí,16.83,0
2671,31.0,Masculino,Argentina,40,Estándar,7.2,2,0,No,18.79,0
2672,25.0,Masculino,México,2,Estándar,8.3,2,4,No,21.84,0
2673,42.0,Masculino,Argentina,42,Estándar,8.1,4,6,No,21.94,0
2674,30.0,Femenino,Argentina,54,Estándar,4.9,3,3,Sí,12.95,0
2675,25.0,Femenino,Perú,43,Básico,5.0,3,2,No,8.71,1
2676,16.0,Masculino,México,40,Premium,9.7,4,1,Sí,30.16,0
2677,52.0,Femenino,Chile,42,Básico,9.5,2,0,No,9.57,1
2678,44.0,Otro,España,10,Estándar,10.8,5,2,No,16.4,0
2679,16.0,Femenino,Chile,17,Básico,8.1,3,1,No,13.97,0
2680,41.0,Femenino,España,49,Básico,14.0,3,5,No,8.01,0
2681,42.0,Femenino,Chile,28,Básico,9.9,2,1,No,8.42,0
2682,37.0,Masculino,Perú,18,Básico,3.4,3,2,Sí,12.04,1
2683,38.0,Masculino,Chile,41,Estándar,5.9,3,3,No,21.74,0
2684,39.0,Femenino,Perú,51,Básico,9.7,1,1,No,5.22,0
2685,29.0,Otro,España,22,Básico,9.0,4,3,No,10.67,1
2686,33.0,Femenino,Argentina,21,Premium,12.3,4,1,No,32.05,0
2687,23.0,Femenino,España,34,Básico,5.3,3,3,Sí,10.77,1
2688,38.0,Femenino,Argentina,49,Estándar,17.5,4,2,No,18.91,0
2689,44.0,Femenino,Argentina,15,Estándar,9.3,4,2,No,19.59,0
2690,25.0,Masculino,España,18,Básico,15.4,4,0,Sí,7.24,1
2691,38.0,Masculino,México,43,Básico,11.7,3,0,Sí,9.19,0
2692,36.0,Femenino,Chile,19,Premium,11.2,5,1,No,30.93,0
2693,51.0,Femenino,Chile,22,Básico,12.3,3,1,Sí,14.42,1
2694,26.0,Masculino,México,41,Estándar,10.3,4,1,No,18.11,0
2695,42.0,Masculino,Argentina,19,Estándar,5.0,,0,Sí,18.18,0
2696,30.0,Femenino,Chile,26,Estándar,0.4,1,3,Sí,22.89,0
2697,37.0,Femenino,Argentina,15,Básico,12.4,5,2,Sí,11.16,0
2698,44.0,Otro,Perú,48,Estándar,6.9,3,2,No,17.58,0
2699,25.0,Masculino,España,20,Premium,8.3,2,0,Sí,33.7,0
2700,33.0,Masculino,México,39,Básico,5.1,,2,No,8.59,0
2701,10.0,Femenino,Chile,24,Estándar,10.3,2,3,No,22.21,0
2702,34.0,Femenino,Chile,4,Básico,9.3,3,3,No,10.2,1
2703,40.0,Femenino,España,28,Básico,8.8,2,2,No,9.11,0
2704,54.0,Masculino,Chile,40,Premium,11.5,3,3,Sí,31.26,0
2705,36.0,Masculino,México,16,Básico,14.6,4,5,Sí,6.93,1
2706,22.0,Masculino,Argentina,30,Premium,5.7,1,0,No,32.21,0
2707,35.0,Masculino,Chile,44,Básico,10.7,2,4,No,12.64,1
2708,28.0,Masculino,Chile,20,Básico,4.7,2,1,No,10.84,0
2709,41.0,Femenino,Perú,18,Estándar,13.8,4,1,No,16.72,0
2710,29.0,Femenino,México,18,Premium,13.8,3,0,No,35.1,0
2711,44.0,Masculino,Argentina,50,Premium,3.5,4,2,No,26.74,0
2712,33.0,Femenino,Chile,28,Básico,9.1,4,1,No,11.44,0
2713,36.0,,Chile,32,Premium,15.3,4,0,No,26.01,0
2714,44.0,Femenino,México,13,Premium,10.6,1,0,No,21.34,0
2715,35.0,Femenino,Argentina,18,Básico,9.0,3,3,No,7.55,0
2716,37.0,Masculino,Perú,37,Básico,3.3,4,0,No,11.75,0
2717,40.0,Masculino,Argentina,55,Estándar,12.3,4,3,Sí,19.85,0
2718,35.0,Femenino,Argentina,53,Básico,0.5,,0,No,12.26,0
2719,48.0,Masculino,Argentina,54,Estándar,13.2,3,4,No,14.66,0
2720,44.0,Femenino,Perú,3,Premium,13.7,2,3,No,26.38,0
2721,29.0,Femenino,Argentina,56,Estándar,10.2,4,2,Sí,15.66,0
2722,28.0,Femenino,Chile,50,Estándar,15.6,2,2,No,23.22,0
2723,28.0,Femenino,Argentina,6,Premium,16.7,3,0,Sí,27.33,0
2724,33.0,Masculino,España,57,Estándar,11.5,3,4,No,24.35,0
2725,41.0,Femenino,Chile,10,Básico,17.4,2,1,No,13.26,0
2726,29.0,Femenino,Chile,12,Estándar,10.9,4,3,Sí,18.33,0
2727,31.0,Femenino,Chile,21,Estándar,9.0,3,2,Sí,15.86,0
2728,25.0,Masculino,Chile,59,Estándar,11.2,4,3,Sí,18.75,0
2729,42.0,Masculino,México,31,Básico,11.5,3,3,No,10.72,1
2730,37.0,Masculino,Argentina,37,Básico,8.2,4,2,Sí,10.7,1
2731,17.0,Masculino,Perú,50,Básico,10.0,4,2,No,12.47,0
2732,3.0,Masculino,Chile,26,Estándar,16.5,1,1,No,11.28,0
2733,36.0,Femenino,Argentina,3,Básico,0.2,3,3,No,11.6,0
2734,10.0,Masculino,México,17,Estándar,10.0,3,2,No,21.46,0
2735,40.0,Masculino,Perú,27,Premium,15.1,4,2,Sí,28.21,0
2736,43.0,Femenino,Argentina,57,Premium,8.3,4,1,Sí,31.35,0
2737,48.0,Masculino,Chile,7,Premium,12.0,3,2,No,32.91,0
2738,50.0,Masculino,España,59,Estándar,9.0,4,1,No,19.39,0
2739,48.0,Masculino,España,10,Básico,10.6,3,3,No,11.05,1
2740,57.0,Femenino,España,46,Estándar,1.5,4,0,No,21.36,0
2741,47.0,Masculino,México,55,Básico,14.4,2,4,Sí,11.43,1
2742,38.0,,Argentina,31,Básico,10.2,2,0,Sí,15.69,0
2743,38.0,Femenino,Perú,13,Estándar,8.7,4,3,Sí,23.95,0
2744,25.0,Femenino,Perú,49,Básico,2.9,4,2,No,10.97,1
2745,48.0,Masculino,Chile,17,Básico,4.5,4,1,Sí,11.59,1
2746,30.0,Masculino,México,8,Estándar,15.0,4,1,Sí,18.32,0
2747,27.0,,Argentina,36,Básico,10.4,5,0,No,13.73,0
2748,36.0,Masculino,Argentina,37,Premium,13.4,,3,No,33.14,0
2749,30.0,Masculino,España,30,Estándar,11.8,5,1,No,18.9,0
2750,46.0,Masculino,España,31,Estándar,3.5,3,0,No,16.39,0
2751,9.0,Femenino,México,35,Estándar,10.3,3,2,No,16.27,0
2752,28.0,Femenino,Chile,50,Básico,17.1,3,2,Sí,6.88,1
2753,16.0,Masculino,Perú,22,Básico,9.6,1,1,No,8.08,0
2754,35.0,Masculino,Perú,59,Básico,10.0,,1,No,11.01,0
2755,35.0,Femenino,Perú,52,Básico,4.1,2,2,No,11.95,0
2756,56.0,Masculino,España,44,Básico,8.4,2,5,No,12.51,1
2757,18.0,Masculino,México,19,Premium,16.0,4,0,No,35.42,0
2758,29.0,Femenino,Chile,17,Estándar,11.5,3,0,No,18.71,0
2759,28.0,Masculino,España,6,Estándar,16.5,1,2,No,23.02,0
2760,20.0,Femenino,España,1,Básico,11.6,4,0,Sí,16.95,0
2761,34.0,Masculino,México,54,Básico,9.0,2,2,No,12.47,1
2762,29.0,Femenino,México,41,Premium,7.0,3,0,No,31.38,0
2763,26.0,Masculino,Perú,56,Estándar,11.5,3,2,No,20.94,0
2764,31.0,Otro,España,42,Básico,9.3,4,3,Sí,9.52,0
2765,34.0,Femenino,Chile,20,Básico,4.7,3,0,No,10.34,1
2766,28.0,Masculino,Argentina,58,Básico,19.3,4,1,No,6.69,1
2767,34.0,Femenino,Chile,47,Básico,11.1,3,1,No,10.89,0
2768,49.0,Femenino,España,24,Básico,7.2,3,1,No,11.77,0
2769,20.0,Femenino,Chile,47,Básico,6.2,2,0,No,4.25,1
2770,35.0,Masculino,Argentina,52,Básico,7.3,4,3,No,10.3,0
2771,39.0,Femenino,Argentina,32,Básico,8.9,4,2,Sí,10.99,0
2772,41.0,Masculino,México,4,Estándar,9.5,5,4,Sí,21.77,0
2773,27.0,Masculino,Perú,3,Básico,8.0,3,6,No,9.08,0
2774,26.0,Masculino,Chile,50,Estándar,10.7,4,2,Sí,15.06,0
2775,48.0,Femenino,México,38,Básico,6.3,2,0,No,7.9,0
2776,32.0,Femenino,Perú,38,Básico,7.8,4,3,Sí,9.47,1
2777,47.0,Masculino,Argentina,29,Premium,13.0,3,1,No,25.21,0
2778,27.0,Femenino,México,7,Básico,12.3,4,3,No,6.5,0
2779,30.0,Masculino,Argentina,51,Básico,11.8,4,5,No,13.09,0
2780,24.0,Masculino,Argentina,10,Estándar,6.0,3,2,No,23.96,0
2781,44.0,Femenino,Chile,33,Básico,5.7,4,2,Sí,12.73,1
2782,34.0,Femenino,Chile,49,Básico,7.2,4,2,No,7.0,0
2783,42.0,Masculino,México,38,Estándar,10.5,4,0,No,14.24,0
2784,28.0,Masculino,Perú,3,Premium,8.3,3,1,No,26.74,0
2785,10.0,Masculino,Chile,21,Estándar,16.5,2,2,No,28.71,0
2786,35.0,Masculino,España,53,Básico,14.1,3,4,No,10.62,0
2787,52.0,Femenino,México,21,Estándar,7.5,4,3,No,20.7,0
2788,39.0,Femenino,Perú,44,Estándar,15.4,2,0,No,15.15,0
2789,55.0,Femenino,México,8,Básico,4.9,5,1,No,4.83,0
2790,49.0,Masculino,Argentina,16,Básico,5.0,3,4,No,2.76,0
2791,33.0,Masculino,España,31,Estándar,12.3,1,3,Sí,23.8,0
2792,37.0,Masculino,España,48,Estándar,10.9,3,3,No,13.92,0
2793,31.0,Femenino,Perú,15,Básico,4.4,2,1,No,12.55,0
2794,40.0,Masculino,México,30,Básico,9.8,4,0,No,8.24,0
2795,28.0,Masculino,México,33,Estándar,8.2,4,2,No,18.38,0
2796,19.0,Masculino,Chile,22,Estándar,12.8,4,3,No,22.76,0
2797,57.0,Otro,Perú,40,Estándar,1.2,,1,No,21.42,0
2798,29.0,Femenino,Argentina,32,Estándar,8.7,4,0,Sí,19.07,0
2799,20.0,Femenino,Chile,16,Básico,11.9,,2,No,7.7,0
2800,35.0,,España,23,Premium,7.9,5,2,No,31.15,0
2801,21.0,Masculino,España,21,Básico,13.5,5,0,No,4.28,1
2802,26.0,Femenino,Argentina,34,Estándar,10.9,3,4,No,19.8,0
2803,26.0,Femenino,México,42,Básico,10.7,,2,Sí,5.94,1
2804,27.0,Femenino,España,59,Estándar,12.4,3,1,No,16.41,0
2805,36.0,Femenino,Chile,59,Básico,10.0,5,3,Sí,8.36,1
2806,47.0,Femenino,México,28,Estándar,10.5,2,1,Sí,24.79,0
2807,40.0,Femenino,Chile,17,Básico,5.1,4,1,Sí,5.2,0
2808,29.0,Femenino,Perú,18,Estándar,4.9,4,2,No,23.02,0
2809,33.0,Masculino,México,6,Estándar,7.9,3,4,No,23.48,0
2810,32.0,Femenino,Perú,15,Básico,6.9,4,2,No,10.95,0
2811,48.0,Femenino,Perú,56,Básico,5.2,4,2,No,8.1,1
2812,42.0,Masculino,Perú,53,Estándar,7.8,4,4,Sí,16.26,0
2813,44.0,Femenino,Chile,44,Estándar,16.3,3,0,No,22.28,0
2814,24.0,Otro,Chile,28,Premium,8.6,4,0,No,33.65,0
2815,34.0,Otro,España,12,Premium,13.0,2,2,No,31.37,0
2816,34.0,Masculino,México,1,Estándar,13.1,3,1,Sí,18.41,0
2817,104.0,Femenino,España,55,Estándar,15.0,4,3,No,12.94,0
2818,38.0,Masculino,México,6,Básico,9.7,5,1,No,8.59,0
2819,47.0,,España,12,Estándar,15.5,4,2,Sí,22.49,0
2820,40.0,Masculino,México,35,Estándar,13.1,5,1,No,20.3,0
2821,37.0,Otro,México,26,Premium,13.0,5,2,No,31.83,0
2822,34.0,Femenino,Argentina,51,Premium,14.6,4,0,No,25.04,0
2823,43.0,Masculino,Chile,52,Básico,3.5,4,0,No,12.19,1
2824,38.0,Masculino,Chile,21,Básico,7.4,3,1,Sí,9.57,1
2825,30.0,Femenino,España,10,Estándar,15.2,1,1,No,22.1,0
2826,39.0,Femenino,Argentina,53,Estándar,9.4,3,3,No,18.4,0
2827,46.0,Femenino,España,49,Básico,8.9,3,0,Sí,8.83,1
2828,42.0,Masculino,España,43,Premium,8.3,3,2,No,24.32,0
2829,28.0,Masculino,España,1,Estándar,5.8,5,2,No,21.96,0
2830,14.0,Femenino,Argentina,2,Básico,3.0,3,0,No,2.82,0
2831,37.0,Femenino,España,26,Básico,13.8,3,8,No,12.1,0
2832,48.0,Masculino,México,11,Básico,13.2,3,2,No,8.71,1
2833,47.0,Masculino,Chile,52,Estándar,6.1,1,1,No,24.75,0
2834,40.0,Masculino,Chile,59,Estándar,6.7,3,2,No,25.65,0
2835,39.0,Masculino,España,54,Estándar,16.9,3,1,No,19.63,0
